filename,width,height,class,xmin,ymin,xmax,ymax
237.jpeg,64,32,RightEyeFatigue,7,2,64,24
237.jpeg,64,32,Non-LeftEyeFatigue,3,3,58,30
237.jpeg,64,64,Non-MouthFatigue,1,3,64,48
237.jpeg,64,32,Non-RightEyeFatigue,5,4,63,32
237.jpeg,64,32,LeftEyeFatigue,13,6,64,30
238.jpeg,64,64,MouthFatigue,1,9,64,55
238.jpeg,64,32,RightEyeFatigue,1,6,53,32
238.jpeg,64,32,Non-LeftEyeFatigue,5,6,60,32
238.jpeg,64,64,Non-MouthFatigue,1,4,64,52
238.jpeg,64,32,Non-RightEyeFatigue,5,4,59,30
238.jpeg,64,32,LeftEyeFatigue,1,2,64,28
239.jpeg,64,64,MouthFatigue,1,4,64,56
239.jpeg,64,32,RightEyeFatigue,6,1,64,27
239.jpeg,64,32,Non-LeftEyeFatigue,6,5,60,32
239.jpeg,64,64,Non-MouthFatigue,1,7,64,51
239.jpeg,64,32,Non-RightEyeFatigue,4,4,59,32
239.jpeg,64,32,LeftEyeFatigue,8,5,62,32
24.jpeg,64,64,MouthFatigue,1,5,64,48
24.jpeg,64,32,RightEyeFatigue,10,9,55,32
24.jpeg,64,32,Non-LeftEyeFatigue,5,3,57,32
24.jpeg,64,64,Non-MouthFatigue,1,5,64,48
24.jpeg,64,32,Non-RightEyeFatigue,6,7,58,31
24.jpeg,64,32,LeftEyeFatigue,8,1,62,32
240.jpeg,64,64,MouthFatigue,1,3,64,50
240.jpeg,64,32,RightEyeFatigue,9,4,64,31
240.jpeg,64,32,Non-LeftEyeFatigue,6,3,60,32
240.jpeg,64,64,Non-MouthFatigue,1,5,64,44
240.jpeg,64,32,Non-RightEyeFatigue,7,4,56,30
240.jpeg,64,32,LeftEyeFatigue,6,4,57,32
241.jpeg,64,64,MouthFatigue,1,3,64,49
241.jpeg,64,32,RightEyeFatigue,8,2,64,29
241.jpeg,64,32,Non-LeftEyeFatigue,7,1,62,32
241.jpeg,64,64,Non-MouthFatigue,1,6,64,48
241.jpeg,64,32,Non-RightEyeFatigue,6,4,57,32
241.jpeg,64,32,LeftEyeFatigue,2,3,56,32
242.jpeg,64,64,MouthFatigue,1,6,64,51
242.jpeg,64,32,RightEyeFatigue,7,3,60,32
242.jpeg,64,32,Non-LeftEyeFatigue,9,2,56,32
242.jpeg,64,64,Non-MouthFatigue,1,6,64,43
242.jpeg,64,32,Non-RightEyeFatigue,6,4,58,30
242.jpeg,64,32,LeftEyeFatigue,3,2,57,32
243.jpeg,64,64,MouthFatigue,1,3,64,51
243.jpeg,64,32,RightEyeFatigue,8,2,64,31
243.jpeg,64,32,Non-LeftEyeFatigue,6,2,57,32
243.jpeg,64,64,Non-MouthFatigue,1,8,64,46
243.jpeg,64,32,Non-RightEyeFatigue,7,4,56,27
243.jpeg,64,32,LeftEyeFatigue,2,1,57,32
244.jpeg,64,64,MouthFatigue,1,2,64,49
244.jpeg,64,32,RightEyeFatigue,8,3,62,32
244.jpeg,64,32,Non-LeftEyeFatigue,7,2,59,28
244.jpeg,64,64,Non-MouthFatigue,1,6,63,45
244.jpeg,64,32,Non-RightEyeFatigue,7,7,58,32
244.jpeg,64,32,LeftEyeFatigue,2,4,61,32
245.jpeg,64,64,MouthFatigue,1,2,64,51
245.jpeg,64,32,RightEyeFatigue,8,5,64,31
245.jpeg,64,32,Non-LeftEyeFatigue,7,2,59,30
245.jpeg,64,64,Non-MouthFatigue,1,6,64,43
245.jpeg,64,32,Non-RightEyeFatigue,6,2,55,27
245.jpeg,64,32,LeftEyeFatigue,1,2,55,32
246.jpeg,64,64,MouthFatigue,1,2,64,46
246.jpeg,64,32,RightEyeFatigue,10,7,59,32
246.jpeg,64,32,Non-LeftEyeFatigue,6,5,59,31
246.jpeg,64,64,Non-MouthFatigue,1,5,64,51
246.jpeg,64,32,Non-RightEyeFatigue,8,6,58,32
246.jpeg,64,32,LeftEyeFatigue,4,5,59,32
247.jpeg,64,64,MouthFatigue,1,3,64,47
247.jpeg,64,32,RightEyeFatigue,7,6,61,32
247.jpeg,64,32,Non-LeftEyeFatigue,10,10,56,32
247.jpeg,64,64,Non-MouthFatigue,1,5,64,50
247.jpeg,64,32,Non-RightEyeFatigue,6,5,59,30
247.jpeg,64,32,LeftEyeFatigue,5,7,57,32
248.jpeg,64,64,MouthFatigue,1,2,64,45
248.jpeg,64,32,RightEyeFatigue,7,9,60,32
248.jpeg,64,32,Non-LeftEyeFatigue,6,4,57,32
248.jpeg,64,64,Non-MouthFatigue,1,5,64,46
248.jpeg,64,32,Non-RightEyeFatigue,4,3,56,32
248.jpeg,64,32,LeftEyeFatigue,2,5,56,32
249.jpeg,64,64,MouthFatigue,1,2,64,42
249.jpeg,64,32,RightEyeFatigue,10,7,64,31
249.jpeg,64,32,Non-LeftEyeFatigue,11,7,58,32
249.jpeg,64,64,Non-MouthFatigue,1,5,64,47
249.jpeg,64,32,Non-RightEyeFatigue,5,1,56,28
249.jpeg,64,32,LeftEyeFatigue,4,5,56,32
25.jpeg,64,64,MouthFatigue,1,3,63,46
25.jpeg,64,32,RightEyeFatigue,12,8,59,32
25.jpeg,64,32,Non-LeftEyeFatigue,7,3,56,31
25.jpeg,64,64,Non-MouthFatigue,1,6,64,47
25.jpeg,64,32,Non-RightEyeFatigue,8,6,53,29
25.jpeg,64,32,LeftEyeFatigue,6,6,57,32
250.jpeg,64,64,MouthFatigue,1,2,64,43
250.jpeg,64,32,RightEyeFatigue,6,9,62,32
250.jpeg,64,32,Non-LeftEyeFatigue,9,2,57,29
250.jpeg,64,64,Non-MouthFatigue,1,7,64,45
250.jpeg,64,32,Non-RightEyeFatigue,7,5,58,32
250.jpeg,64,32,LeftEyeFatigue,1,6,56,32
251.jpeg,64,64,MouthFatigue,1,2,64,44
251.jpeg,64,32,RightEyeFatigue,7,7,61,32
251.jpeg,64,32,Non-LeftEyeFatigue,10,1,58,30
251.jpeg,64,64,Non-MouthFatigue,1,8,64,44
251.jpeg,64,32,Non-RightEyeFatigue,5,4,53,26
251.jpeg,64,32,LeftEyeFatigue,3,8,58,32
252.jpeg,64,64,MouthFatigue,1,2,64,43
252.jpeg,64,32,RightEyeFatigue,11,8,59,32
252.jpeg,64,32,Non-LeftEyeFatigue,9,2,55,28
252.jpeg,64,64,Non-MouthFatigue,1,7,64,45
252.jpeg,64,32,Non-RightEyeFatigue,9,3,57,30
252.jpeg,64,32,LeftEyeFatigue,2,3,56,32
253.jpeg,64,64,MouthFatigue,1,1,64,45
253.jpeg,64,32,RightEyeFatigue,9,5,61,32
253.jpeg,64,32,Non-LeftEyeFatigue,9,2,57,29
253.jpeg,64,64,Non-MouthFatigue,1,7,64,46
253.jpeg,64,32,Non-RightEyeFatigue,7,4,54,28
253.jpeg,64,32,LeftEyeFatigue,2,5,59,32
254.jpeg,64,64,MouthFatigue,1,2,64,49
254.jpeg,64,32,RightEyeFatigue,12,1,64,27
254.jpeg,64,32,Non-LeftEyeFatigue,9,2,56,28
254.jpeg,64,64,Non-MouthFatigue,1,7,64,45
254.jpeg,64,32,Non-RightEyeFatigue,5,4,56,30
254.jpeg,64,32,LeftEyeFatigue,2,4,64,31
255.jpeg,64,64,MouthFatigue,1,2,64,44
255.jpeg,64,32,RightEyeFatigue,5,3,61,32
255.jpeg,64,32,Non-LeftEyeFatigue,6,2,57,28
255.jpeg,64,64,Non-MouthFatigue,1,6,64,42
255.jpeg,64,32,Non-RightEyeFatigue,6,7,54,29
255.jpeg,64,32,LeftEyeFatigue,1,3,56,29
256.jpeg,64,64,MouthFatigue,1,2,64,54
256.jpeg,64,32,RightEyeFatigue,6,7,62,32
256.jpeg,64,32,Non-LeftEyeFatigue,10,3,59,28
256.jpeg,64,64,Non-MouthFatigue,1,7,64,46
256.jpeg,64,32,Non-RightEyeFatigue,8,6,55,32
256.jpeg,64,32,LeftEyeFatigue,2,3,57,29
257.jpeg,64,64,MouthFatigue,1,3,64,53
257.jpeg,64,32,RightEyeFatigue,8,3,64,28
257.jpeg,64,32,Non-LeftEyeFatigue,13,2,58,26
257.jpeg,64,64,Non-MouthFatigue,1,8,64,46
257.jpeg,64,32,Non-RightEyeFatigue,6,5,52,27
257.jpeg,64,32,LeftEyeFatigue,4,8,59,32
258.jpeg,64,64,MouthFatigue,1,3,64,56
258.jpeg,64,32,RightEyeFatigue,6,6,60,32
258.jpeg,64,32,Non-LeftEyeFatigue,9,2,57,28
258.jpeg,64,64,Non-MouthFatigue,1,7,64,46
258.jpeg,64,32,Non-RightEyeFatigue,8,4,54,28
258.jpeg,64,32,LeftEyeFatigue,1,1,60,32
259.jpeg,64,64,MouthFatigue,1,4,64,55
259.jpeg,64,32,RightEyeFatigue,7,2,64,27
259.jpeg,64,32,Non-LeftEyeFatigue,8,2,57,28
259.jpeg,64,64,Non-MouthFatigue,1,7,64,44
259.jpeg,64,32,Non-RightEyeFatigue,7,4,54,30
259.jpeg,64,32,LeftEyeFatigue,6,2,61,32
26.jpeg,64,64,MouthFatigue,1,4,64,53
26.jpeg,64,32,RightEyeFatigue,15,7,60,32
26.jpeg,64,32,Non-LeftEyeFatigue,11,3,57,30
26.jpeg,64,64,Non-MouthFatigue,1,4,64,48
26.jpeg,64,32,Non-RightEyeFatigue,7,8,57,31
26.jpeg,64,32,LeftEyeFatigue,7,4,60,29
260.jpeg,64,64,MouthFatigue,1,2,64,54
260.jpeg,64,32,RightEyeFatigue,9,8,57,32
260.jpeg,64,32,Non-LeftEyeFatigue,8,3,57,29
260.jpeg,64,64,Non-MouthFatigue,1,7,64,47
260.jpeg,64,32,Non-RightEyeFatigue,7,7,54,27
260.jpeg,64,32,LeftEyeFatigue,1,3,58,32
261.jpeg,64,64,MouthFatigue,1,4,64,56
261.jpeg,64,32,RightEyeFatigue,8,6,60,32
261.jpeg,64,32,Non-LeftEyeFatigue,7,1,58,28
261.jpeg,64,64,Non-MouthFatigue,1,6,64,47
261.jpeg,64,32,Non-RightEyeFatigue,5,4,52,29
261.jpeg,64,32,LeftEyeFatigue,5,5,58,32
262.jpeg,64,64,MouthFatigue,1,2,64,51
262.jpeg,64,32,RightEyeFatigue,6,6,62,32
262.jpeg,64,32,Non-LeftEyeFatigue,10,2,58,28
262.jpeg,64,64,Non-MouthFatigue,1,5,64,46
262.jpeg,64,32,Non-RightEyeFatigue,9,5,52,32
262.jpeg,64,32,LeftEyeFatigue,4,3,59,32
263.jpeg,64,64,MouthFatigue,1,3,64,54
263.jpeg,64,32,RightEyeFatigue,7,4,63,32
263.jpeg,64,32,Non-LeftEyeFatigue,10,2,56,29
263.jpeg,64,64,Non-MouthFatigue,1,7,64,46
263.jpeg,64,32,Non-RightEyeFatigue,8,5,53,28
263.jpeg,64,32,LeftEyeFatigue,5,4,57,32
264.jpeg,64,64,MouthFatigue,1,2,64,52
264.jpeg,64,32,RightEyeFatigue,9,3,60,32
264.jpeg,64,32,Non-LeftEyeFatigue,10,2,58,29
264.jpeg,64,64,Non-MouthFatigue,1,5,64,48
264.jpeg,64,32,Non-RightEyeFatigue,6,6,60,30
264.jpeg,64,32,LeftEyeFatigue,2,3,59,32
265.jpeg,64,64,MouthFatigue,1,3,63,52
265.jpeg,64,32,RightEyeFatigue,6,5,63,32
265.jpeg,64,32,Non-LeftEyeFatigue,6,1,57,31
265.jpeg,64,64,Non-MouthFatigue,1,6,64,46
265.jpeg,64,32,Non-RightEyeFatigue,6,4,53,29
265.jpeg,64,32,LeftEyeFatigue,2,6,59,32
266.jpeg,64,64,MouthFatigue,1,3,64,53
266.jpeg,64,32,RightEyeFatigue,5,6,59,32
266.jpeg,64,32,Non-LeftEyeFatigue,8,3,58,32
266.jpeg,64,64,Non-MouthFatigue,1,5,64,44
266.jpeg,64,32,Non-RightEyeFatigue,6,6,59,31
266.jpeg,64,32,LeftEyeFatigue,2,3,57,32
267.jpeg,64,64,MouthFatigue,1,3,63,45
267.jpeg,64,32,RightEyeFatigue,10,5,61,32
267.jpeg,64,32,Non-LeftEyeFatigue,10,3,56,29
267.jpeg,64,64,Non-MouthFatigue,1,6,64,45
267.jpeg,64,32,Non-RightEyeFatigue,5,4,56,30
267.jpeg,64,32,LeftEyeFatigue,2,4,58,32
268.jpeg,64,64,MouthFatigue,1,4,64,46
268.jpeg,64,32,RightEyeFatigue,12,5,64,29
268.jpeg,64,32,Non-LeftEyeFatigue,10,2,56,32
268.jpeg,64,64,Non-MouthFatigue,1,6,64,47
268.jpeg,64,32,Non-RightEyeFatigue,6,5,56,28
268.jpeg,64,32,LeftEyeFatigue,1,4,60,32
269.jpeg,64,64,MouthFatigue,1,4,64,49
269.jpeg,64,32,RightEyeFatigue,4,5,64,30
269.jpeg,64,32,Non-LeftEyeFatigue,9,3,58,32
269.jpeg,64,64,Non-MouthFatigue,1,5,64,49
269.jpeg,64,32,Non-RightEyeFatigue,5,5,55,30
269.jpeg,64,32,LeftEyeFatigue,3,4,56,32
27.jpeg,64,64,MouthFatigue,1,4,64,46
27.jpeg,64,32,RightEyeFatigue,8,8,61,32
27.jpeg,64,32,Non-LeftEyeFatigue,6,3,57,32
27.jpeg,64,64,Non-MouthFatigue,1,3,64,44
27.jpeg,64,32,Non-RightEyeFatigue,7,7,55,30
27.jpeg,64,32,LeftEyeFatigue,2,3,55,30
270.jpeg,64,64,MouthFatigue,1,3,64,45
270.jpeg,64,32,RightEyeFatigue,11,6,64,31
270.jpeg,64,32,Non-LeftEyeFatigue,10,4,60,31
270.jpeg,64,64,Non-MouthFatigue,1,5,64,46
270.jpeg,64,32,Non-RightEyeFatigue,2,5,55,30
270.jpeg,64,32,LeftEyeFatigue,2,2,60,32
271.jpeg,64,64,MouthFatigue,1,3,64,46
271.jpeg,64,32,RightEyeFatigue,7,3,64,30
271.jpeg,64,32,Non-LeftEyeFatigue,6,2,57,28
271.jpeg,64,64,Non-MouthFatigue,1,7,64,46
271.jpeg,64,32,Non-RightEyeFatigue,7,3,55,26
271.jpeg,64,32,LeftEyeFatigue,3,2,58,32
272.jpeg,64,64,MouthFatigue,1,3,64,48
272.jpeg,64,32,RightEyeFatigue,9,1,64,28
272.jpeg,64,32,Non-LeftEyeFatigue,7,2,56,29
272.jpeg,64,64,Non-MouthFatigue,1,7,64,50
272.jpeg,64,32,Non-RightEyeFatigue,5,5,57,31
272.jpeg,64,32,LeftEyeFatigue,4,3,61,32
273.jpeg,64,64,MouthFatigue,1,3,64,48
273.jpeg,64,32,RightEyeFatigue,4,5,59,32
273.jpeg,64,32,Non-LeftEyeFatigue,7,2,54,32
273.jpeg,64,64,Non-MouthFatigue,1,8,64,46
273.jpeg,64,32,Non-RightEyeFatigue,7,3,56,28
273.jpeg,64,32,LeftEyeFatigue,2,5,56,31
274.jpeg,64,64,MouthFatigue,1,3,64,48
274.jpeg,64,32,RightEyeFatigue,8,1,64,26
274.jpeg,64,32,Non-LeftEyeFatigue,7,1,55,29
274.jpeg,64,64,Non-MouthFatigue,1,6,64,47
274.jpeg,64,32,Non-RightEyeFatigue,6,5,56,29
274.jpeg,64,32,LeftEyeFatigue,3,3,59,32
275.jpeg,64,64,MouthFatigue,1,3,64,48
275.jpeg,64,32,RightEyeFatigue,5,2,64,30
275.jpeg,64,32,Non-LeftEyeFatigue,5,1,58,31
275.jpeg,64,64,Non-MouthFatigue,1,7,64,40
275.jpeg,64,32,Non-RightEyeFatigue,6,3,56,27
275.jpeg,64,32,LeftEyeFatigue,1,1,58,31
276.jpeg,64,64,MouthFatigue,1,3,64,45
276.jpeg,64,32,RightEyeFatigue,10,1,64,26
276.jpeg,64,32,Non-LeftEyeFatigue,5,2,58,28
276.jpeg,64,64,Non-MouthFatigue,1,7,64,45
276.jpeg,64,32,Non-RightEyeFatigue,6,5,55,32
276.jpeg,64,32,LeftEyeFatigue,3,2,61,32
277.jpeg,64,64,MouthFatigue,1,4,64,47
277.jpeg,64,32,RightEyeFatigue,3,1,64,27
277.jpeg,64,32,Non-LeftEyeFatigue,7,1,61,31
277.jpeg,64,64,Non-MouthFatigue,1,7,64,44
277.jpeg,64,32,Non-RightEyeFatigue,8,5,55,27
277.jpeg,64,32,LeftEyeFatigue,1,3,58,32
278.jpeg,64,64,MouthFatigue,1,3,64,52
278.jpeg,64,32,RightEyeFatigue,6,3,62,32
278.jpeg,64,32,Non-LeftEyeFatigue,6,2,57,28
278.jpeg,64,64,Non-MouthFatigue,1,9,64,48
278.jpeg,64,32,Non-RightEyeFatigue,8,9,59,31
278.jpeg,64,32,LeftEyeFatigue,4,3,57,32
279.jpeg,64,64,MouthFatigue,1,2,64,55
279.jpeg,64,32,RightEyeFatigue,9,4,61,32
279.jpeg,64,32,Non-LeftEyeFatigue,8,2,57,30
279.jpeg,64,64,Non-MouthFatigue,1,8,64,44
279.jpeg,64,32,Non-RightEyeFatigue,7,2,53,29
279.jpeg,64,32,LeftEyeFatigue,2,6,55,32
28.jpeg,64,64,MouthFatigue,1,3,64,48
28.jpeg,64,32,RightEyeFatigue,12,7,64,30
28.jpeg,64,32,Non-LeftEyeFatigue,7,2,54,30
28.jpeg,64,64,Non-MouthFatigue,1,5,64,42
28.jpeg,64,32,Non-RightEyeFatigue,8,7,55,32
28.jpeg,64,32,LeftEyeFatigue,8,4,58,30
280.jpeg,64,64,MouthFatigue,1,4,64,50
280.jpeg,64,32,RightEyeFatigue,6,4,64,30
280.jpeg,64,32,Non-LeftEyeFatigue,8,2,55,28
280.jpeg,64,64,Non-MouthFatigue,1,5,64,44
280.jpeg,64,32,LeftEyeFatigue,9,7,64,31
280.jpeg,64,32,Non-RightEyeFatigue,7,4,53,32
281.jpeg,64,64,MouthFatigue,1,4,64,50
281.jpeg,64,32,RightEyeFatigue,2,8,56,32
281.jpeg,64,32,Non-LeftEyeFatigue,9,1,58,29
281.jpeg,64,64,Non-MouthFatigue,1,6,64,43
281.jpeg,64,32,Non-RightEyeFatigue,5,3,53,30
281.jpeg,64,32,LeftEyeFatigue,3,6,56,32
282.jpeg,64,64,MouthFatigue,1,4,64,48
282.jpeg,64,32,RightEyeFatigue,4,3,64,27
282.jpeg,64,32,Non-LeftEyeFatigue,8,4,56,31
282.jpeg,64,64,Non-MouthFatigue,1,5,64,50
282.jpeg,64,32,Non-RightEyeFatigue,6,6,52,32
282.jpeg,64,32,LeftEyeFatigue,6,4,63,32
283.jpeg,64,64,MouthFatigue,1,3,64,54
283.jpeg,64,32,RightEyeFatigue,1,7,59,32
283.jpeg,64,32,Non-LeftEyeFatigue,9,3,57,27
283.jpeg,64,64,Non-MouthFatigue,1,6,64,48
283.jpeg,64,32,Non-RightEyeFatigue,7,3,57,32
283.jpeg,64,32,LeftEyeFatigue,2,6,59,32
284.jpeg,64,64,MouthFatigue,1,3,64,48
284.jpeg,64,32,RightEyeFatigue,5,5,64,25
284.jpeg,64,32,Non-LeftEyeFatigue,5,7,61,31
284.jpeg,64,64,Non-MouthFatigue,1,5,63,50
284.jpeg,64,32,Non-RightEyeFatigue,7,9,57,32
284.jpeg,64,32,LeftEyeFatigue,4,5,63,31
285.jpeg,64,64,MouthFatigue,1,4,64,57
285.jpeg,64,32,RightEyeFatigue,1,11,55,32
285.jpeg,64,32,Non-LeftEyeFatigue,6,2,57,31
285.jpeg,64,64,Non-MouthFatigue,1,7,64,50
285.jpeg,64,32,Non-RightEyeFatigue,7,5,59,31
285.jpeg,64,32,LeftEyeFatigue,2,4,64,30
286.jpeg,64,64,MouthFatigue,1,5,63,50
286.jpeg,64,32,RightEyeFatigue,6,5,63,28
286.jpeg,64,32,Non-LeftEyeFatigue,6,5,57,30
286.jpeg,64,64,Non-MouthFatigue,1,4,64,49
286.jpeg,64,32,Non-RightEyeFatigue,5,3,58,32
286.jpeg,64,32,LeftEyeFatigue,8,5,63,32
287.jpeg,64,64,MouthFatigue,1,6,64,46
287.jpeg,64,32,RightEyeFatigue,1,7,55,32
287.jpeg,64,32,Non-LeftEyeFatigue,9,4,59,32
287.jpeg,64,64,Non-MouthFatigue,1,4,64,46
287.jpeg,64,32,Non-RightEyeFatigue,7,5,58,30
287.jpeg,64,32,LeftEyeFatigue,4,6,60,32
288.jpeg,64,64,MouthFatigue,1,4,64,53
288.jpeg,64,32,RightEyeFatigue,6,4,64,30
288.jpeg,64,32,Non-LeftEyeFatigue,4,6,57,32
288.jpeg,64,64,Non-MouthFatigue,1,6,64,46
288.jpeg,64,32,Non-RightEyeFatigue,6,5,54,32
288.jpeg,64,32,LeftEyeFatigue,7,6,63,32
289.jpeg,64,64,MouthFatigue,1,4,64,50
289.jpeg,64,32,RightEyeFatigue,1,10,57,32
289.jpeg,64,32,Non-LeftEyeFatigue,5,4,56,31
289.jpeg,64,64,Non-MouthFatigue,1,6,64,44
289.jpeg,64,32,Non-RightEyeFatigue,8,4,55,27
289.jpeg,64,32,LeftEyeFatigue,1,6,51,32
29.jpeg,64,64,MouthFatigue,1,4,63,51
29.jpeg,64,32,RightEyeFatigue,10,10,60,32
29.jpeg,64,32,Non-LeftEyeFatigue,7,3,55,31
29.jpeg,64,64,Non-MouthFatigue,1,5,64,48
29.jpeg,64,32,Non-RightEyeFatigue,8,4,53,32
29.jpeg,64,32,LeftEyeFatigue,3,7,58,30
290.jpeg,64,64,MouthFatigue,1,3,64,49
290.jpeg,64,32,RightEyeFatigue,10,9,64,31
290.jpeg,64,32,Non-LeftEyeFatigue,10,6,56,32
290.jpeg,64,64,Non-MouthFatigue,1,6,64,43
290.jpeg,64,32,Non-RightEyeFatigue,6,6,55,32
290.jpeg,64,32,LeftEyeFatigue,5,8,64,31
291.jpeg,64,64,MouthFatigue,1,4,64,52
291.jpeg,64,32,RightEyeFatigue,1,13,55,32
291.jpeg,64,32,Non-LeftEyeFatigue,9,9,56,32
291.jpeg,64,64,Non-MouthFatigue,1,5,64,46
291.jpeg,64,32,Non-RightEyeFatigue,7,5,58,32
291.jpeg,64,32,LeftEyeFatigue,3,6,58,32
292.jpeg,64,64,MouthFatigue,1,4,64,54
292.jpeg,64,32,RightEyeFatigue,6,9,64,31
292.jpeg,64,32,Non-LeftEyeFatigue,8,4,58,32
292.jpeg,64,64,Non-MouthFatigue,1,6,64,48
292.jpeg,64,32,Non-RightEyeFatigue,5,4,57,32
292.jpeg,64,32,LeftEyeFatigue,11,9,64,31
293.jpeg,64,64,MouthFatigue,1,3,64,50
293.jpeg,64,32,RightEyeFatigue,1,10,56,32
293.jpeg,64,32,Non-LeftEyeFatigue,8,4,58,32
293.jpeg,64,64,Non-MouthFatigue,1,6,64,47
293.jpeg,64,32,Non-RightEyeFatigue,9,6,54,32
293.jpeg,64,32,LeftEyeFatigue,4,8,54,32
294.jpeg,64,64,MouthFatigue,1,5,64,51
294.jpeg,64,32,RightEyeFatigue,8,5,64,28
294.jpeg,64,32,Non-LeftEyeFatigue,7,5,58,32
294.jpeg,64,64,Non-MouthFatigue,1,6,63,49
294.jpeg,64,32,Non-RightEyeFatigue,9,5,53,32
294.jpeg,64,32,LeftEyeFatigue,2,9,62,32
295.jpeg,64,64,MouthFatigue,1,4,63,50
295.jpeg,64,32,RightEyeFatigue,1,9,60,32
295.jpeg,64,32,Non-LeftEyeFatigue,6,3,58,32
295.jpeg,64,64,Non-MouthFatigue,1,5,64,53
295.jpeg,64,32,Non-RightEyeFatigue,9,3,54,31
295.jpeg,64,32,LeftEyeFatigue,1,7,64,31
296.jpeg,64,64,MouthFatigue,1,6,63,55
296.jpeg,64,32,RightEyeFatigue,8,7,63,32
296.jpeg,64,32,Non-LeftEyeFatigue,7,1,58,32
296.jpeg,64,64,Non-MouthFatigue,1,5,64,48
296.jpeg,64,32,Non-RightEyeFatigue,8,7,55,29
296.jpeg,64,32,LeftEyeFatigue,9,10,62,32
297.jpeg,64,64,MouthFatigue,1,3,64,54
297.jpeg,64,32,RightEyeFatigue,1,13,56,32
297.jpeg,64,32,Non-LeftEyeFatigue,8,5,56,32
297.jpeg,64,64,Non-MouthFatigue,1,5,64,51
297.jpeg,64,32,Non-RightEyeFatigue,8,5,55,27
297.jpeg,64,32,LeftEyeFatigue,1,7,54,32
298.jpeg,64,64,MouthFatigue,1,4,64,54
298.jpeg,64,32,RightEyeFatigue,10,10,62,32
298.jpeg,64,32,Non-LeftEyeFatigue,7,5,57,32
298.jpeg,64,64,Non-MouthFatigue,1,4,64,48
298.jpeg,64,32,Non-RightEyeFatigue,6,7,55,32
298.jpeg,64,32,LeftEyeFatigue,8,11,63,32
299.jpeg,64,64,MouthFatigue,1,2,64,51
299.jpeg,64,32,RightEyeFatigue,1,12,57,32
299.jpeg,64,32,Non-LeftEyeFatigue,7,4,64,31
299.jpeg,64,64,Non-MouthFatigue,1,5,64,52
299.jpeg,64,32,Non-RightEyeFatigue,8,4,55,32
299.jpeg,64,32,LeftEyeFatigue,2,6,56,32
3.jpeg,64,64,MouthFatigue,1,5,64,49
3.jpeg,64,32,RightEyeFatigue,9,8,61,27
3.jpeg,64,32,Non-LeftEyeFatigue,6,3,60,31
3.jpeg,64,64,Non-MouthFatigue,1,4,64,48
3.jpeg,64,32,Non-RightEyeFatigue,10,4,58,30
3.jpeg,64,32,LeftEyeFatigue,10,5,56,28
30.jpeg,64,64,MouthFatigue,1,6,64,59
30.jpeg,64,32,RightEyeFatigue,10,6,60,32
30.jpeg,64,32,Non-LeftEyeFatigue,10,4,58,32
30.jpeg,64,64,Non-MouthFatigue,1,4,64,47
30.jpeg,64,32,Non-RightEyeFatigue,8,7,55,32
30.jpeg,64,32,LeftEyeFatigue,4,7,59,32
300.jpeg,64,64,MouthFatigue,1,4,64,52
300.jpeg,64,32,RightEyeFatigue,6,8,64,31
300.jpeg,64,32,Non-LeftEyeFatigue,8,5,57,32
300.jpeg,64,64,Non-MouthFatigue,1,5,64,48
300.jpeg,64,32,Non-RightEyeFatigue,6,5,57,32
300.jpeg,64,32,LeftEyeFatigue,6,7,64,31
301.jpeg,64,64,MouthFatigue,1,4,64,48
301.jpeg,64,32,RightEyeFatigue,4,15,37,32
301.jpeg,64,32,Non-LeftEyeFatigue,7,3,61,31
301.jpeg,64,64,Non-MouthFatigue,1,6,64,46
301.jpeg,64,32,Non-RightEyeFatigue,7,4,53,29
301.jpeg,64,32,LeftEyeFatigue,1,7,60,32
302.jpeg,64,64,MouthFatigue,1,5,64,54
302.jpeg,64,32,RightEyeFatigue,13,10,64,30
302.jpeg,64,32,Non-LeftEyeFatigue,6,8,59,32
302.jpeg,64,64,Non-MouthFatigue,1,4,64,48
302.jpeg,64,32,Non-RightEyeFatigue,4,8,51,32
302.jpeg,64,32,LeftEyeFatigue,8,10,63,32
303.jpeg,64,64,MouthFatigue,1,4,64,51
303.jpeg,64,32,RightEyeFatigue,1,12,50,32
303.jpeg,64,32,Non-LeftEyeFatigue,9,9,59,32
303.jpeg,64,64,Non-MouthFatigue,1,6,64,50
303.jpeg,64,32,Non-RightEyeFatigue,10,8,56,32
303.jpeg,64,32,LeftEyeFatigue,2,7,55,32
304.jpeg,64,64,MouthFatigue,1,4,64,52
304.jpeg,64,32,RightEyeFatigue,9,9,61,32
304.jpeg,64,32,Non-LeftEyeFatigue,7,3,60,29
304.jpeg,64,64,Non-MouthFatigue,1,2,64,43
304.jpeg,64,32,Non-RightEyeFatigue,4,7,54,32
304.jpeg,64,32,LeftEyeFatigue,6,9,64,31
305.jpeg,64,64,MouthFatigue,1,3,63,53
305.jpeg,64,32,RightEyeFatigue,1,11,54,32
305.jpeg,64,32,Non-LeftEyeFatigue,7,5,57,32
305.jpeg,64,64,Non-MouthFatigue,1,6,64,48
305.jpeg,64,32,Non-RightEyeFatigue,8,5,55,32
305.jpeg,64,32,LeftEyeFatigue,1,6,62,32
306.jpeg,64,64,MouthFatigue,1,5,64,49
306.jpeg,64,32,RightEyeFatigue,3,10,58,32
